BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-06-07
Doelwit,833949,117,501419,18,82305,139,195509,145,17127,60,37588,0,0,0,0
Afwyking,306950,-3,281732,-4,-28663,8,33562,-74,-2453,-3,22772,121,218788,0,0
Afwyking %,37,-3,56,-22,-35,6,17,-51,-14,-5,61,0,0,0,0
5,RANDFONTEIN - 521
Huidige jaar,881503,100,621461,8,39034,122,164127,73,9296,52,47585,29,56135,47043,8951
Vorige jaar,262481,29,184191,3,10885,31,48908,83,5592,20,12905,14,34703,29362,-15866
Afwyking,619022,71,437270,5,28149,91,115219,-10,3704,32,34680,15,21432,17681,24817
Afwyking %,236,245,237,167,259,294,236,-12,66,160,269,107,62,60,-156
Doelwit,280571,134,193401,17,12191,158,54778,245,6263,81,13937,0,0,0,0
Afwyking,600932,-34,428060,-9,26843,-36,109349,-172,3033,-29,33648,29,56135,0,0
Afwyking %,214,-25,221,-53,220,-23,200,-70,48,-36,241,0,0,0,0
6,ROODEPOORT HORIZON - 195
Huidige jaar,676846,79,499846,8,43474,131,90851,38,7010,30,35665,8,17630,51651,0
Vorige jaar,848529,104,634316,8,16706,165,141158,52,8349,41,48000,17,33312,100822,0
Afwyking,-171683,-25,-134470,0,26768,-34,-50307,-14,-1339,-11,-12335,-9,-15682,-49171,0
Afwyking %,-20,-24,-21,0,160,-21,-36,-27,-16,-27,-26,-53,-47,-49,0
Doelwit,904030,91,666031,11,18710,157,158098,35,9352,46,51840,0,0,0,0
Afwyking,-227184,-12,-166185,-3,24764,-26,-67247,3,-2342,-16,-16175,8,17630,0,0
Afwyking %,-25,-13,-25,-27,132,-17,-43,9,-25,-35,-31,0,0,0,0
Afwyking %,-25,-13,-25,-27,132,-17,-43,9,-25,-35,-31,0,0,0,0
Huidige jaar,9355990,970,6662319,104,465222,1088,1818830,874,134920,560,274699,624,981995,1198654,333498
Vorige jaar,8636277,898,6118713,111,523420,1044,1646397,912,121118,565,226629,355,660909,1180029,241371
Afwyking,719713,72,543606,-7,-58199,44,172434,-38,13802,-5,48070,269,321085,18625,92128
Afwyking %,8,8,9,-6,-11,4,10,-4,11,-1,21,76,49,2,38
Doelwit,9235253,925,6424648,104,586228,1092,1843965,1019,135649,573,244764,0,0,0,0
Afwyking,120737,45,237671,0,-121007,-4,-25134,-145,-729,-13,29935,624,981995,0,0
Afwyking %,1,5,4,0,-21,0,-1,-14,-1,-2,12,0,0,0,0
1,BELLVILLE - 630,Opgegradeer 19992000
Huidige jaar,4566521,484,3413272,31,131995,612,842082,239,42291,155,136882,478,839819,771864,436075
Vorige jaar,4744472,570,3707226,30,129180,723,718360,166,23792,248,165914,569,916356,629989,495217
Afwyking,-177950,-86,-293954,1,2816,-111,123722,73,18499,-93,-29033,-91,-76536,141876,-59143
Afwyking %,-4,-15,-8,3,2,-15,17,44,78,-38,-17,-16,-8,23,-12
Doelwit,5047662,600,3892587,55,144679,747,804562,216,26646,300,179187,0,0,0,0
Afwyking,-481141,-116,-479315,-24,-12684,-135,37520,23,15645,-145,-42306,478,839819,0,0
Afwyking %,-10,-19,-12,-44,-9,-18,5,11,59,-48,-24,0,0,0,0
2,MAITLAND - 427,Opgegradeer 19971998
Huidige jaar,3688393,826,2858715,42,206984,860,514800,110,21730,130,86165,178,278687,548713,84557
Vorige jaar,3683392,1094,2794945,44,179923,1007,562040,126,20278,154,126205,102,213681,497462,71110
Afwyking,5001,-268,63769,-2,27060,-147,-47240,-16,1452,-24,-40041,76,65005,51251,13447
Afwyking %,0,-24,2,-5,15,-15,-8,-13,7,-16,-32,75,30,10,19
Doelwit,3924705,1402,2934693,52,201514,1056,629486,92,22710,134,136301,0,0,0,0
Afwyking,-236312,-576,-75979,-10,5470,-196,-114686,18,-980,-4,-50137,178,278687,0,0
Afwyking %,-6,-41,-3,-19,3,-19,-18,20,-4,-3,-37,0,0,0,0
3,PAARL - 185,Opgegradeer 19981999
Huidige jaar,2063489,207,1638024,8,23199,298,311031,212,16601,90,74634,110,185220,298359,98063
Vorige jaar,1825855,201,1429044,7,26441,301,268454,256,15281,115,86636,167,251855,228084,88966
Afwyking,237634,6,208981,1,-3242,-3,42576,-44,1320,-25,-12002,-57,-66635,70275,9097
Afwyking %,13,3,15,14,-12,-1,16,-17,9,-22,-14,-34,-26,31,10
Doelwit,1941460,214,1500496,24,29614,308,300670,290,17114,98,93567,0,0,0,0
Afwyking,122029,-7,137528,-16,-6415,-10,10361,-78,-513,-8,-18933,110,185220,0,0
Afwyking %,6,-3,9,-67,-22,-3,3,-27,-3,-8,-20,0,0,0,0
4,STRAND - 212
Huidige jaar,1996301,281,1567542,53,55381,394,309403,129,17084,87,46890,134,202108,357278,91116
Vorige jaar,1793084,290,1372104,10,28295,411,333855,155,16846,78,41984,122,185408,293091,59424
Afwyking,203216,-9,195439,43,27086,-17,-24452,-26,238,9,4906,12,16700,64187,31692
Afwyking %,11,-3,14,430,96,-4,-7,-17,1,12,12,10,9,22,53
Doelwit,1910526,401,1440708,10,31689,552,373919,147,18868,112,45343,0,0,0,0
Afwyking,85775,-120,126834,43,23692,-158,-64516,-18,-1783,-25,1547,134,202108,0,0
Afwyking %,4,-30,9,430,75,-29,-17,-12,-9,-22,3,0,0,0,0
5,PIKETBERG - 622,Opgegradeer 19981999
Huidige jaar,1903962,294,1346568,57,132231,382,344995,284,20398,221,59769,358,341310,310855,92016
Vorige jaar,1822622,267,1209113,81,230713,333,306654,241,14199,244,61942,319,273797,273884,60275
Afwyking,81340,27,137455,-24,-98482,49,38341,43,6199,-23,-2174,39,67513,36971,31740
Afwyking %,4,10,11,-30,-43,15,13,18,44,-9,-4,12,25,13,53
Doelwit,1954222,328,1269570,78,258399,385,343451,252,15904,270,66898,0,0,0,0
Afwyking,-50260,-34,76999,-21,-126168,-3,1544,32,4494,-49,-7130,358,341310,0,0
Afwyking %,-3,-10,6,-27,-49,-1,0,13,28,-18,-11,0,0,0,0
6,VREDENBURG - 621
Huidige jaar,1730491,222,1186765,61,191354,280,271425,118,14972,112,65974,123,196858,255291,75759
Vorige jaar,959845,159,688270,41,72824,212,149962,196,10613,69,38174,97,190361,137053,70028
Afwyking,770646,63,498495,20,118530,68,121463,-78,4359,43,27800,26,6497,118238,5731
Afwyking %,80,40,72,49,163,32,81,-40,41,62,73,27,3,86,8
Doelwit,1025319,150,722684,17,81563,218,167957,128,11888,77,41228,0,0,0,0
Afwyking,705172,72,464081,44,109791,62,103468,-10,3084,35,24746,123,196858,0,0
Afwyking %,69,48,64,259,135,28,62,-8,26,45,60,0,0,0,0
7,WYNBERG - 429
Huidige jaar,1380438,155,1010418,22,88674,201,246303,75,8496,50,26547,139,201993,237619,34712
Vorige jaar,941476,144,717906,8,22453,173,169643,88,10114,40,21360,210,322162,155547,40157
Afwyking,438962,11,292513,14,66221,28,76660,-13,-1618,10,5187,-71,-120169,82072,-5445
Afwyking %,47,8,41,175,295,16,45,-15,-16,25,24,-34,-37,53,-14
Doelwit,1003344,168,753801,14,25147,235,189999,109,11328,70,23069,0,0,0,0
Afwyking,377094,-13,256617,8,63527,-34,56304,-34,-2832,-20,3478,139,201993,0,0
Afwyking %,38,-8,34,57,253,-14,30,-31,-25,-29,15,0,0,0,0
8,KHAYALITSHA - 123
Huidige jaar,1346139,121,673737,51,250584,114,379242,161,29253,42,13322,520,1046256,169639,453972
Vorige jaar,626421,72,337159,27,148605,73,125045,138,15935,4,-323,373,717900,143883,238295
Afwyking,719719,49,336578,24,101979,41,254198,23,13318,38,13646,147,328356,25756,215677
Afwyking %,115,68,100,89,69,56,203,17,84,950,-4220,39,46,18,91
Doelwit,678505,71,354016,18,166439,70,140049,86,17847,1,153,0,0,0,0
Afwyking,667634,50,319721,33,84145,44,239193,75,11406,41,13169,520,1046256,0,0
Afwyking %,98,70,90,183,51,63,171,87,64,0,8584,0,0,0,0
9,TYGER VALLEY - 631
Huidige jaar,1146186,116,944066,0,0,192,150084,0,0,94,52036,0,0,183513,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,1146186,116,944066,0,0,192,150084,0,0,94,52036,0,0,183513,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,1146185,116,944066,0,0,192,150083,0,0,94,52036,0,0,0,0
Afwyking %,114618500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,EERSTERIVIER - 639
Huidige jaar,880933,101,634501,13,44196,100,169105,122,24181,59,8950,240,297433,123652,79360
Vorige jaar,494839,62,345625,10,46593,59,84854,70,10853,18,6915,114,148215,73690,53469
Afwyking,386094,39,288876,3,-2397,41,84251,52,13328,41,2035,126,149218,49962,25892
Afwyking %,78,63,84,30,-5,69,99,74,123,228,29,111,101,68,48
Doelwit,529747,56,362905,8,52183,51,95035,62,12155,47,7468,0,0,0,0
Afwyking,351186,45,271596,5,-7987,49,74070,60,12025,12,1482,240,297433,0,0
Afwyking %,66,80,75,63,-15,96,78,97,99,26,20,0,0,0,0
11,STELLENBOSCH - 211
Huidige jaar,738389,106,584254,4,12152,107,112339,117,13108,29,16536,174,236230,102431,40947
Vorige jaar,897741,197,654090,10,30846,221,181949,197,15609,36,15247,364,479604,131483,128368
Afwyking,-159352,-91,-69836,-6,-18694,-114,-69610,-80,-2501,-7,1289,-190,-243374,-29051,-87420
Afwyking %,-18,-46,-11,-60,-61,-52,-38,-41,-16,-19,8,-52,-51,-22,-68
Doelwit,959072,163,686795,22,34546,181,203783,229,17481,56,16467,0,0,0,0
Afwyking,-220683,-57,-102541,-18,-22394,-74,-91444,-112,-4373,-27,69,174,236230,0,0
Afwyking %,-23,-35,-15,-82,-65,-41,-45,-49,-25,-48,0,0,0,0,0
12,VREDENDAL - 612
Huidige jaar,230416,35,158680,10,28112,49,31211,63,2958,17,9455,1,1440,11107,-3079
Vorige jaar,428966,73,324799,7,13226,84,67217,111,4659,33,19065,0,0,39628,5686
Afwyking,-198551,-38,-166119,3,14885,-35,-36006,-48,-1701,-16,-9610,1,1440,-28521,-8764
Afwyking %,-46,-52,-51,43,113,-42,-54,-43,-37,-48,-50,0,0,-72,-154
Doelwit,456942,76,341040,13,14813,97,75282,122,5217,29,20590,0,0,0,0
Afwyking,-226526,-41,-182360,-3,13298,-48,-44071,-59,-2259,-12,-11135,1,1440,0,0
Afwyking %,-50,-54,-53,-23,90,-49,-59,-48,-43,-41,-54,0,0,0,0
13,CERES - 635
Huidige jaar,205752,30,158755,0,0,34,35180,124,6517,8,5300,68,92953,37516,-222
Vorige jaar,313503,53,244154,3,6151,69,49743,140,6131,14,7323,19,30420,50551,-7268
Afwyking,-107751,-23,-85399,-3,-6151,-35,-14563,-16,386,-6,-2023,49,62533,-13035,7046
Afwyking %,-34,-43,-35,-100,-100,-51,-29,-11,6,-43,-28,258,206,-26,-97
Doelwit,333741,2,256362,1,6890,3,55713,101,6866,1,7910,0,0,0,0
Afwyking,-127989,28,-97606,-1,-6890,31,-20533,23,-349,7,-2610,68,92953,0,0
Afwyking %,-38,1400,-38,-100,-100,1033,-37,23,-5,0,-33,0,0,0,0
14,ATLANTIS - 606
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,21877408,2978,16175298,352,1164861,3623,3717200,1754,217589,1094,602459,2523,3920307,3407838,1483277
Vorige jaar,18532215,3182,13824435,278,935251,3666,3017776,1884,164310,1053,590443,2456,3729759,2654345,1303727
Afwyking,3345193,-204,2350863,74,229611,-43,699423,-130,53279,41,12016,67,190548,753493,179550
Afwyking %,18,-6,17,27,25,-1,23,-7,32,4,2,3,5,28,14
Doelwit,19765246,3631,14515657,312,1047477,3903,3379907,1834,184023,1195,638182,0,0,0,0
Afwyking,2112162,-653,1659641,40,117384,-280,337292,-80,33566,-101,-35723,2523,3920307,0,0
Afwyking %,10,-18,11,13,11,-7,10,-4,18,-8,-6,0,0,0,0
1,UMTATA - 233,Opgegradeer 19992000
Huidige jaar,10832029,1022,6551247,278,1244655,812,2572906,531,62228,626,400993,118,170848,1778329,75158
Vorige jaar,9448203,966,5533590,204,1044046,743,2457615,1023,82091,568,330860,35,76354,1498306,34708
Afwyking,1383826,56,1017657,74,200608,69,115291,-492,-19863,58,70133,83,94494,280023,40450
Afwyking %,15,6,18,36,19,9,5,-48,-24,10,21,237,124,19,117
Doelwit,10181401,1003,5810270,239,1169332,708,2752529,596,91942,560,357329,0,0,0,0
Afwyking,650628,19,740978,39,75323,104,-179623,-65,-29714,66,43664,118,170848,0,0
Afwyking %,6,2,13,16,6,15,-7,-11,-32,12,12,0,0,0,0
2,OOS LONDEN - 161,Opgegradeer 19971998
Huidige jaar,5263543,555,3362606,111,414333,588,1273641,600,47471,306,165492,269,421131,886773,183131
Vorige jaar,5131102,571,3320447,129,411747,631,1190139,593,35388,335,173381,262,416024,852829,181977
Afwyking,132441,-16,42159,-18,2586,-43,83503,7,12082,-29,-7889,7,5107,33944,1154
Afwyking %,3,-3,1,-14,1,-7,7,1,34,-9,-5,3,1,4,1
Doelwit,5507470,581,3486470,130,461156,622,1332957,342,39636,374,187251,0,0,0,0
Afwyking,-243927,-26,-123865,-19,-46822,-34,-59315,258,7835,-68,-21760,269,421131,0,0
Afwyking %,-4,-4,-4,-15,-10,-5,-4,75,20,-18,-12,0,0,0,0
3,KING WILLIAMS TOWN - 121
Huidige jaar,3291509,326,2017957,70,263150,299,884837,179,27685,279,97879,377,476117,599535,145447
Vorige jaar,3370074,314,1910443,74,288936,307,1044781,275,28940,268,96975,404,564961,547960,156480
Afwyking,-78565,12,107514,-4,-25786,-8,-159943,-96,-1254,11,904,-27,-88844,51575,-11033
Afwyking %,-2,4,6,-5,-9,-3,-15,-35,-4,4,1,-7,-16,9,-7
Doelwit,3636873,339,2005965,101,323608,329,1170154,179,32413,280,104733,0,0,0,0
Afwyking,-345364,-13,11992,-31,-60458,-30,-285316,0,-4728,-1,-6854,377,476117,0,0
Afwyking %,-9,-4,1,-31,-19,-9,-24,0,-15,0,-7,0,0,0,0
4,PORT ELIZABETH DIENS - 330
Huidige jaar,3288621,387,2259395,74,270338,473,599186,167,32226,222,127475,95,118589,483463,39487
Vorige jaar,3145070,371,2195080,72,247915,462,535466,310,25422,230,141187,217,311505,433080,96791
Afwyking,143550,16,64315,2,22423,11,63720,-143,6804,-8,-13712,-122,-192916,50383,-57304
Afwyking %,5,4,3,3,9,2,12,-46,27,-3,-10,-56,-62,12,-59
Doelwit,3363177,398,2304835,86,277664,453,599723,257,28474,229,152482,0,0,0,0
Afwyking,-74556,-11,-45440,-12,-7326,20,-537,-90,3753,-7,-25007,95,118589,0,0
Afwyking %,-2,-3,-2,-14,-3,4,0,-35,13,-3,-16,0,0,0,0
5,GEO H ROGERS (OOS LONDEN) - 632,Opgegradeer 19992000
Huidige jaar,2637781,276,1654373,85,288610,260,554624,448,42190,218,97983,415,676821,500718,250554
Vorige jaar,1855740,194,1125847,46,154343,183,485489,381,35955,150,54105,283,464770,327403,206028
Afwyking,782041,82,528526,39,134267,77,69135,67,6235,68,43878,132,212051,173316,44526
Afwyking %,42,42,47,85,87,42,14,18,17,45,81,47,46,53,22
Doelwit,1997454,242,1182139,56,172864,217,543748,355,40270,162,58433,0,0,0,0
Afwyking,640327,34,472234,29,115746,43,10877,93,1921,56,39550,415,676821,0,0
Afwyking %,32,14,40,52,67,20,2,26,5,35,68,0,0,0,0
6,QUEENSTOWN - 189,Opgegradeer 19992000
Huidige jaar,1593841,182,1075935,11,67379,179,356522,380,60500,61,33505,41,57773,422374,22387
Vorige jaar,1554507,184,1007893,14,69117,182,395900,269,45112,78,36484,56,73686,357200,34489
Afwyking,39335,-2,68042,-3,-1738,-3,-39379,111,15388,-17,-2979,-15,-15913,65174,-12103
Afwyking %,3,-1,7,-21,-3,-2,-10,41,34,-22,-8,-27,-22,18,-35
Doelwit,1669037,185,1058288,16,77411,194,443410,497,50525,76,39403,0,0,0,0
Afwyking,-75196,-3,17648,-5,-10032,-15,-86889,-117,9974,-15,-5897,41,57773,0,0
Afwyking %,-5,-2,2,-31,-13,-8,-20,-24,20,-20,-15,0,0,0,0
7,MACLEAR - 149
Huidige jaar,1212684,102,647936,61,225980,113,275055,416,29633,74,34080,567,959628,221116,224930
Vorige jaar,1092945,113,636970,48,162741,165,234781,352,26927,89,31526,253,404439,116160,176325
Afwyking,119739,-11,10966,13,63239,-52,40274,64,2706,-15,2554,314,555189,104955,48604
Afwyking %,11,-10,2,27,39,-32,17,18,10,-17,8,124,137,90,28
Doelwit,1178249,160,668819,73,182270,182,262955,260,30158,62,34048,0,0,0,0
Afwyking,34435,-58,-20883,-12,43710,-69,12100,156,-526,12,32,567,959628,0,0
Afwyking %,3,-36,-3,-16,24,-38,5,60,-2,19,0,0,0,0,0
8,UITENHAGE - 231
Huidige jaar,1085042,115,737233,27,95659,146,195459,172,17196,79,39495,153,218108,162559,63506
Vorige jaar,967354,118,674936,27,85290,129,164674,206,13376,70,29080,305,449575,81000,67406
Afwyking,117688,-3,62298,0,10369,17,30785,-34,3820,9,10416,-152,-231468,81560,-3901
Afwyking %,12,-3,9,0,12,13,19,-17,29,13,36,-50,-51,101,-6
Doelwit,1035029,136,708683,18,95525,171,184434,232,14981,83,31406,0,0,0,0
Afwyking,50013,-21,28551,9,134,-25,11025,-60,2215,-4,8089,153,218108,0,0
Afwyking %,5,-15,4,50,0,-15,6,-26,15,-5,26,0,0,0,0
9,HUMANSDORP - 88
Huidige jaar,1051673,132,837154,10,54349,200,154045,33,3947,16,2178,67,75313,137487,24177
Vorige jaar,962178,162,736151,13,61535,198,144557,60,3515,48,16420,54,62864,158690,15584
Afwyking,89495,-30,101003,-3,-7186,2,9487,-27,432,-32,-14242,13,12449,-21203,8593
Afwyking %,9,-19,14,-23,-12,1,7,-45,12,-67,-87,24,20,-13,55
Doelwit,1025452,122,772959,21,68919,179,161904,79,3937,54,17734,0,0,0,0
Afwyking,26221,10,64196,-11,-14570,21,-7859,-46,11,-38,-15556,67,75313,0,0
Afwyking %,3,8,8,-52,-21,12,-5,-58,0,-70,-88,0,0,0,0
10,CRADOCK - 34
Huidige jaar,556906,56,339252,31,114687,58,85693,233,14264,43,3010,151,147314,104254,25343
Vorige jaar,241965,32,139793,13,47024,33,49545,143,5791,7,-187,91,99921,54000,8374
Afwyking,314941,24,199460,18,67664,25,36148,90,8473,36,3197,60,47394,50253,16968
Afwyking %,130,75,143,138,144,76,73,63,146,514,-1709,66,47,93,203
Doelwit,261221,38,146782,20,52667,40,55488,207,6486,22,-202,0,0,0,0
Afwyking,295685,18,192471,11,62020,18,30205,26,7778,21,3212,151,147314,0,0
Afwyking %,113,47,131,55,118,45,54,13,120,95,0,0,0,0,0
11,DESPATCH - 49
Huidige jaar,478444,64,398474,3,2040,101,54658,78,3227,49,20045,38,45468,64415,0
Vorige jaar,517876,72,418439,4,15324,97,57377,113,4650,56,22085,21,19488,38390,-1239
Afwyking,-39431,-8,-19965,-1,-13284,4,-2719,-35,-1423,-7,-2040,17,25980,26024,1239
Afwyking %,-8,-11,-5,-25,-87,4,-5,-31,-31,-13,-9,81,133,68,-100
Doelwit,549848,69,439361,6,17164,102,64263,151,5208,52,23852,0,0,0,0
Afwyking,-71404,-5,-40887,-3,-15124,-1,-9606,-73,-1981,-3,-3807,38,45468,0,0
Afwyking %,-13,-7,-9,-50,-88,-1,-15,-48,-38,-6,-16,0,0,0,0
12,ADELAIDE - 1 200911
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,138308,19,96310,3,11653,26,24097,115,3649,7,2600,0,0,4316,253
Afwyking,-138308,-19,-96310,-3,-11653,-26,-24097,-115,-3649,-7,-2600,0,0,-4316,-253
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,-100,-100
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,EASTLONDON STREEKBESTUURDER - 586 200902
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,-26,0,-26,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,31292074,3217,19881564,761,3041181,3229,7006625,3237,340568,1973,1022135,2291,3367112,5361022,1054120
Vorige jaar,28425296,3116,17795872,647,2599671,3156,6784421,3840,310817,1906,934515,1981,2943586,4469334,977178
Afwyking,2866778,101,2085692,114,441510,73,222204,-603,29751,67,87620,310,423525,891688,76941
Afwyking %,10,3,12,18,17,2,3,-16,10,4,9,16,14,20,8
Doelwit,30405211,3273,18584570,766,2898579,3197,7571564,3155,344029,1954,1006469,0,0,0,0
Afwyking,886863,-56,1296995,-5,142602,32,-564939,82,-3461,19,15665,2291,3367112,0,0
Afwyking %,3,-2,7,-1,5,1,-7,3,-1,1,2,0,0,0,0
